run,scenario,group,cumulative_utility,mean_utility,mean_quality_true,mean_quality_surface,fatal_errors,task_success_rate,final_trust_gini,final_collapse_index,mean_trust_var,a9_first_delay,a10_first_delay,a9_first20_rate,a9_var_convergence,a8_trust_quality_corr
71,baseline,Blind,-25800.0,-129.0,0.3413333333333334,0.41491666666666654,226,0.27,0.5593427095292767,0.33560562571756597,0.0833333333333335,8,19,0.15,999,0.0
72,baseline,TTB-cap,1400.0,7.0,0.7709999999999995,0.7479999999999996,60,0.74,0.7408216783216783,0.444493006993007,0.07777490164462572,999,999,0.0,999,0.0
72,baseline,Blind,-23420.0,-117.1,0.3203333333333336,0.39808333333333346,213,0.315,0.5445804195804196,0.32674825174825173,0.0833333333333335,8,1,0.05,999,0.0
73,baseline,TTB-cap,740.0,3.7,0.7830833333333332,0.7989166666666665,61,0.725,0.7434287383177569,0.44605724299065413,0.07827466685730816,999,999,0.0,999,0.0
73,baseline,Blind,-21420.0,-107.1,0.32841666666666675,0.4124166666666669,200,0.355,0.5417640186915889,0.3250584112149533,0.0833333333333335,6,0,0.1,999,0.0
74,baseline,TTB-cap,240.0,1.2,0.7854999999999999,0.7754999999999996,66,0.72,0.7471395881006866,0.44828375286041194,0.07828033771174121,999,999,0.0,999,0.0
74,baseline,Blind,-23100.0,-115.5,0.3632500000000001,0.412,202,0.325,0.5318935926773456,0.31913615560640735,0.0833333333333335,1,4,0.15,999,0.0
75,baseline,TTB-cap,-1640.0,-8.2,0.7998333333333331,0.7416666666666665,70,0.68,0.7426596351197263,0.4455957810718358,0.0782825726989151,999,999,0.0,999,0.0
75,baseline,Blind,-24100.0,-120.5,0.3303333333333335,0.42424999999999996,229,0.305,0.5436858608893957,0.32621151653363745,0.0833333333333335,2,13,0.2,999,0.0
76,baseline,TTB-cap,1740.0,8.7,0.8104999999999998,0.7493333333333331,62,0.735,0.7438725490196079,0.44632352941176473,0.07826695346484869,999,999,0.0,999,0.0
76,baseline,Blind,-22680.0,-113.4,0.3189166666666669,0.3995000000000002,218,0.33,0.5323673587081892,0.3194204152249135,0.0833333333333335,7,4,0.15,999,0.0
