run,scenario,round,group,modules,utility,cumulative_utility,quality_true,quality_surface,fatal,trust_mean,trust_var,trust_gini,collapse_index,a9_selected,a10_selected
1,safety_critical,3,TRUE,5,100.0,240.0,1.0,0.8,0,0.514809742386182,0.07972876333748712,0.3520408163265307,0.21122448979591843,0,0
1,safety_critical,4,TRUE,3,100.0,340.0,1.0,1.0,0,0.5194070900072132,0.07918016038773508,0.36175115207373265,0.2170506912442396,0,0
1,safety_critical,5,TRUE,5,-400.0,-60.0,0.4,0.6,1,0.5155391118494101,0.07868406950201616,0.36111111111111116,0.2166666666666667,0,0
1,safety_critical,6,TRUE,3,100.0,40.0,1.0,0.3333333333333333,0,0.5173097538350425,0.07841137324569782,0.38278388278388276,0.23538461538461536,0,0
1,safety_critical,7,TRUE,5,40.0,80.0,0.8,1.0,0,0.5174415117596655,0.07812072606000373,0.4253246753246753,0.2609090909090909,0,0
1,safety_critical,8,TRUE,3,100.0,180.0,1.0,0.6666666666666666,0,0.5188577094821353,0.07788811887059048,0.43617021276595747,0.2674164133738602,0,0
1,safety_critical,9,TRUE,4,40.0,220.0,0.75,0.75,0,0.5189087426209849,0.0772948109798531,0.438375350140056,0.26873949579831935,0,0
1,safety_critical,10,TRUE,5,-400.0,-180.0,0.8,0.6,1,0.5196527844126769,0.07704996450827281,0.4464285714285714,0.2735714285714286,0,0
1,safety_critical,1,Blind,5,40.0,40.0,0.6,0.8,0,0.5,0.08333333333333327,0.23684210526315796,0.14210526315789476,0,0
1,safety_critical,2,Blind,4,-400.0,-360.0,0.25,0.25,1,0.5,0.08333333333333327,0.3012422360248448,0.18074534161490688,0,0
1,safety_critical,3,Blind,5,-400.0,-760.0,0.4,0.2,1,0.5,0.08333333333333327,0.3214285714285714,0.19285714285714284,0,0
1,safety_critical,4,Blind,3,40.0,-720.0,0.6666666666666666,0.3333333333333333,0,0.5,0.08333333333333327,0.32949308755760365,0.19769585253456218,0,0
1,safety_critical,5,Blind,5,-400.0,-1120.0,0.4,0.6,1,0.5,0.08333333333333327,0.39682539682539675,0.23809523809523803,0,0
1,safety_critical,6,Blind,3,40.0,-1080.0,0.0,0.0,0,0.5,0.08333333333333327,0.3974358974358976,0.23846153846153853,0,0
1,safety_critical,7,Blind,5,-400.0,-1480.0,0.4,0.6,2,0.5,0.08333333333333327,0.4415584415584415,0.26493506493506486,0,0
1,safety_critical,8,Blind,3,-400.0,-1880.0,0.6666666666666666,0.6666666666666666,1,0.5,0.08333333333333327,0.46960486322188455,0.28176291793313074,0,0
1,safety_critical,9,Blind,4,40.0,-1840.0,0.5,0.75,0,0.5,0.08333333333333327,0.5056022408963585,0.3033613445378151,0,0
1,safety_critical,10,Blind,5,-400.0,-2240.0,0.4,0.4,1,0.5,0.08333333333333327,0.5,0.3,0,0
1,safety_critical,1,TTB,5,-400.0,-400.0,0.0,0.2,3,0.4888593729985672,0.08142566498347137,0.2293233082706767,0.13759398496240602,0,0
1,safety_critical,2,TTB,4,-400.0,-800.0,0.0,0.25,1,0.4815317564004552,0.08006529548191363,0.32608695652173925,0.19565217391304354,0,0
1,safety_critical,3,TTB,5,-400.0,-1200.0,0.0,0.6,3,0.4717311731676346,0.07825200673256752,0.36734693877551017,0.2204081632653061,0,0
1,safety_critical,4,TTB,3,40.0,-1160.0,0.0,0.0,0,0.4656145699900961,0.07715071755121403,0.370967741935484,0.2225806451612904,0,0
1,safety_critical,5,TTB,5,-400.0,-1560.0,0.4,0.2,2,0.4633924153063415,0.07523320965974915,0.35317460317460325,0.21190476190476196,0,0
1,safety_critical,6,TTB,3,40.0,-1520.0,0.3333333333333333,0.3333333333333333,0,0.4617049748187262,0.07440523001908257,0.3644688644688645,0.2186813186813187,0,0
1,safety_critical,7,TTB,5,-400.0,-1920.0,0.8,0.2,1,0.4640095686876249,0.07312987877010677,0.3831168831168832,0.2298701298701299,0,0
1,safety_critical,8,TTB,3,-400.0,-2320.0,0.6666666666666666,0.6666666666666666,1,0.46309453295963254,0.07255931971775505,0.38753799392097266,0.23252279635258358,0,0
1,safety_critical,9,TTB,4,-400.0,-2720.0,0.5,0.5,1,0.45954335708785754,0.07199511508205579,0.3851540616246498,0.23109243697478987,0,0
1,safety_critical,10,TTB,5,-400.0,-3120.0,0.0,0.4,2,0.4517612103378605,0.07111463900585242,0.3877551020408163,0.23265306122448978,0,0
